LCR,LCR DESC,INC DATETIME,INC NO,LOCATION,DISTRICT
40A,Motor Vehicle Theft,10/15/2014 03:32:00 AM,P14097991,"(35.75743875767038, -78.5469764495047)",SOUTHEAST
40A,Motor Vehicle Theft,10/15/2014 02:03:00 AM,P14097981,"(35.87600989059218, -78.58700409284425)",NORTH
40A,Motor Vehicle Theft,10/14/2014 09:51:00 PM,P14097967,"(35.748884068528525, -78.6497139867753)",SOUTWEST
40A,Motor Vehicle Theft,10/14/2014 12:59:00 PM,P14097839,"(35.74488323141359, -78.65257909700442)",SOUTWEST
40A,Motor Vehicle Theft,10/14/2014 11:52:00 AM,P14097833,"(35.84406665000006, -78.59628682399995)",NORTH
40A,Motor Vehicle Theft,10/13/2014 07:37:00 AM,P14097580,"(35.738297966132706, -78.53068842750564)",SOUTHEAST
40A,Motor Vehicle Theft,10/12/2014 07:20:00 PM,P14097519,"(35.8095950953758, -78.66888806418869)",SOUTWEST
40A,Motor Vehicle Theft,10/12/2014 05:01:00 AM,P14097414,"(35.82970315031283, -78.58747548331105)",NORTH
40A,Motor Vehicle Theft,10/12/2014 02:28:00 AM,P14097397,"(35.75376714598707, -78.61324646289145)",SOUTHEAST
40A,Motor Vehicle Theft,10/11/2014 11:18:00 PM,P14097363,"(35.859189462746905, -78.59919731276983)",NORTH
40A,Motor Vehicle Theft,10/11/2014 07:11:00 PM,P14097329,"(35.782006650820925, -78.62310715832675)",SOUTHEAST
40A,Motor Vehicle Theft,10/11/2014 06:23:00 PM,P14097302,"(35.86486818365419, -78.57152808027202)",NORTHEAST
40A,Motor Vehicle Theft,10/10/2014 11:03:00 PM,P14097153,"(35.798224298903406, -78.63943208086945)",DOWNTOWN
40A,Motor Vehicle Theft,10/10/2014 10:45:00 PM,P14097137,"(35.76556679433716, -78.62573741660493)",SOUTHEAST
40A,Motor Vehicle Theft,10/10/2014 10:06:00 AM,P14096962,"(35.85549100611163, -78.60564669575028)",NORTH
40A,Motor Vehicle Theft,10/09/2014 07:55:00 AM,P14096709,"(35.872401775947026, -78.69439948143048)",NORTHWEST
40A,Motor Vehicle Theft,10/07/2014 03:54:00 PM,P14096368,"(35.80425423943447, -78.61989231986317)",NORTH
40A,Motor Vehicle Theft,10/06/2014 07:22:00 PM,P14096216,"(35.77997728388976, -78.5993775991706)",SOUTHEAST
40A,Motor Vehicle Theft,10/06/2014 11:42:00 AM,P14096090,"(35.86134330897911, -78.58126916273449)",NORTH
40A,Motor Vehicle Theft,10/05/2014 02:10:00 PM,P14095932,"(35.750471870433536, -78.68651252612548)",SOUTWEST
40A,Motor Vehicle Theft,10/05/2014 01:32:00 PM,P14095949,"(35.77665569465392, -78.63099626844728)",DOWNTOWN
40A,Motor Vehicle Theft,10/05/2014 07:02:00 AM,P14095876,"(35.85043156043536, -78.69410516529153)",NORTHWEST
40A,Motor Vehicle Theft,10/02/2014 05:01:00 PM,P14095336,"(35.839479825260895, -78.64236147474276)",NORTH
40A,Motor Vehicle Theft,10/02/2014 09:48:00 AM,P14095254,"(35.77611403483078, -78.61205604750182)",SOUTHEAST
40A,Motor Vehicle Theft,10/02/2014 03:20:00 AM,P14095208,"(35.782556769688625, -78.61149060571236)",SOUTHEAST
40A,Motor Vehicle Theft,10/01/2014 06:00:00 PM,P14095137,"(35.78734320932433, -78.64754542286602)",DOWNTOWN
40A,Motor Vehicle Theft,10/01/2014 03:21:00 PM,P14095112,"(35.886765773341956, -78.58956301600136)",NORTHEAST
40A,Motor Vehicle Theft,10/01/2014 03:05:00 PM,P14095124,"(35.83925501826765, -78.59415573400011)",NORTH
11,Homicide/Murder-Nonnegligent Manslaughter,09/30/2014 09:54:00 PM,P14094985,"(35.88330721864215, -78.51991706444315)",NORTHEAST
40A,Motor Vehicle Theft,09/30/2014 09:00:00 AM,P14094836,"(35.87986336958519, -78.56213098248898)",NORTHEAST
40A,Motor Vehicle Theft,09/29/2014 07:57:00 AM,P14094606,"(35.721562065697306, -78.54856529417661)",SOUTHEAST
40A,Motor Vehicle Theft,09/28/2014 07:35:00 PM,P14094542,"(35.8537007461232, -78.6120867634811)",NORTH
40A,Motor Vehicle Theft,09/28/2014 01:40:00 PM,P14094505,"(35.850255862954704, -78.67994393949621)",NORTH
40A,Motor Vehicle Theft,09/28/2014 10:14:00 AM,P14094482,"(35.755331560790395, -78.62814251828132)",SOUTHEAST
40A,Motor Vehicle Theft,09/27/2014 11:30:00 PM,P14094418,"(35.7780657799422, -78.61487639294792)",SOUTHEAST
40A,Motor Vehicle Theft,09/27/2014 01:05:00 PM,P14094311,"(35.83525426981998, -78.5976861765958)",NORTH
40A,Motor Vehicle Theft,09/27/2014 10:22:00 AM,P14094289,"(35.85668837727591, -78.6091106262391)",NORTH
40A,Motor Vehicle Theft,09/26/2014 06:26:00 PM,P14094154,"(35.91386728331298, -78.785497940465)",NORTHWEST
40A,Motor Vehicle Theft,09/26/2014 03:43:00 PM,P14094129,"(35.78312469013907, -78.61958727805904)",SOUTHEAST
40A,Motor Vehicle Theft,09/23/2014 11:57:00 PM,P14093595,"(35.7634204769141, -78.72450016253143)",SOUTWEST
40A,Motor Vehicle Theft,09/23/2014 11:56:00 AM,P14093478,"(35.7783252454052, -78.61844600526743)",SOUTHEAST
40A,Motor Vehicle Theft,09/23/2014 11:24:00 AM,P14093455,"(35.86737727923299, -78.5696230771698)",NORTHEAST
40A,Motor Vehicle Theft,09/23/2014 08:36:00 AM,P14093441,"(35.75675812853181, -78.55821464330228)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2014 03:21:00 PM,P14093305,"(35.73533870000006, -78.62055761299996)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2014 02:14:00 PM,P14093292,"(35.733492033481554, -78.61937165252216)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2014 09:20:00 AM,P14093232,"(35.75394256662715, -78.68537912017683)",SOUTWEST
40A,Motor Vehicle Theft,09/22/2014 08:55:00 AM,P14093262,"(35.86221650842422, -78.68234221052171)",NORTHWEST
40A,Motor Vehicle Theft,09/22/2014 07:44:00 AM,P14093249,"(35.786499000641356, -78.61616458070252)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2014 07:12:00 AM,P14093215,"(35.74263991915045, -78.57799030927907)",SOUTHEAST
40A,Motor Vehicle Theft,09/22/2014 12:13:00 AM,P14093197,"(35.83189216728715, -78.58422648541956)",NORTH
40A,Motor Vehicle Theft,09/21/2014 03:48:00 PM,P14093153,"(35.83777055912048, -78.63817756048854)",NORTH
40A,Motor Vehicle Theft,09/21/2014 01:08:00 PM,P14093131,"(35.84882965778696, -78.6900570450685)",NORTHWEST
40A,Motor Vehicle Theft,09/21/2014 11:37:00 AM,P14093117,"(35.78871176317638, -78.66397795753691)",SOUTWEST
40A,Motor Vehicle Theft,09/19/2014 03:00:00 PM,P14092771,"(35.77979648538115, -78.64474481047296)",DOWNTOWN
40A,Motor Vehicle Theft,09/19/2014 10:16:00 AM,P14092722,"(35.85654417763172, -78.70783566349449)",NORTHWEST
40A,Motor Vehicle Theft,09/19/2014 02:32:00 AM,P14092688,"(35.76658057700007, -78.62587519199997)",SOUTHEAST
40A,Motor Vehicle Theft,09/18/2014 01:59:00 PM,P14092586,"(35.86127278012019, -78.5825627056535)",NORTHEAST
40A,Motor Vehicle Theft,09/18/2014 11:53:00 AM,P14092555,"(35.79679983196271, -78.55395975769876)",NORTHEAST
40A,Motor Vehicle Theft,09/18/2014 03:37:00 AM,P14092490,"(35.86108209204052, -78.62282240031153)",NORTH
40A,Motor Vehicle Theft,09/17/2014 09:50:00 AM,P14092343,"(35.79063139814409, -78.6424653770691)",DOWNTOWN
40A,Motor Vehicle Theft,09/16/2014 11:09:00 PM,P14092257,"(35.85761755315546, -78.71448888324313)",NORTHWEST
40A,Motor Vehicle Theft,09/14/2014 09:51:00 AM,P14091825,"(35.85854097349399, -78.7145304651052)",NORTHWEST
40A,Motor Vehicle Theft,09/13/2014 08:10:00 PM,P14091740,"(35.74256157003087, -78.68047090387495)",SOUTWEST
11,Homicide/Murder-Nonnegligent Manslaughter,09/12/2014 06:46:00 PM,P14091514,"(35.86738048159529, -78.59372799856357)",NORTH
40A,Motor Vehicle Theft,09/12/2014 04:41:00 PM,P14091502,"(35.85075312884355, -78.57355965667325)",NORTHEAST
40A,Motor Vehicle Theft,09/12/2014 09:06:00 AM,P14091405,"(35.831631694454174, -78.61412828599559)",NORTH
40A,Motor Vehicle Theft,09/11/2014 09:48:00 AM,P14091184,"(35.87124996874264, -78.62394028806663)",NORTH
40A,Motor Vehicle Theft,09/11/2014 09:01:00 AM,P14091202,"(35.779888665477664, -78.68416601918054)",SOUTWEST
40A,Motor Vehicle Theft,09/10/2014 11:50:00 AM,P14091025,"(35.77370106720525, -78.64044033988316)",DOWNTOWN
40A,Motor Vehicle Theft,09/10/2014 10:01:00 AM,P14091013,"(35.86244219843861, -78.60617340007461)",NORTH
40A,Motor Vehicle Theft,09/09/2014 02:34:00 PM,P14090880,"(35.87779497287142, -78.53520455989175)",NORTHEAST
40A,Motor Vehicle Theft,09/09/2014 01:20:00 AM,P14090771,"(35.72596278087508, -78.53088751734008)",SOUTHEAST
40A,Motor Vehicle Theft,09/08/2014 10:27:00 PM,P14090762,"(35.737364338335084, -78.54601487446676)",SOUTHEAST
40A,Motor Vehicle Theft,09/08/2014 10:45:00 AM,P14090643,"(35.82006423119467, -78.5931743441409)",NORTH
40A,Motor Vehicle Theft,09/08/2014 09:29:00 AM,P14090623,"(35.83988925203973, -78.58281365980811)",NORTH
40A,Motor Vehicle Theft,09/06/2014 04:09:00 PM,P14090362,"(35.86836998519054, -78.58184871460855)",NORTH
40A,Motor Vehicle Theft,09/05/2014 09:15:00 PM,P14090219,"(35.887863021227915, -78.55519321325708)",NORTHEAST
40A,Motor Vehicle Theft,09/05/2014 12:02:00 PM,P14090084,"(35.77696186284825, -78.68445091433699)",SOUTWEST
40A,Motor Vehicle Theft,09/05/2014 11:23:00 AM,P14090069,"(35.74682355168447, -78.69323317166769)",SOUTWEST
40A,Motor Vehicle Theft,09/05/2014 09:22:00 AM,P14090043,"(35.90587639100005, -78.60370799599997)",NORTHEAST
40A,Motor Vehicle Theft,09/04/2014 07:58:00 PM,P14089959,"(35.7811719455951, -78.58539786989114)",SOUTHEAST
40A,Motor Vehicle Theft,09/04/2014 05:12:00 AM,P14089799,"(35.876199022753745, -78.63993099467011)",NORTH
40A,Motor Vehicle Theft,09/03/2014 08:28:00 PM,P14089765,"(35.73565793691503, -78.64718359805396)",DOWNTOWN
40A,Motor Vehicle Theft,09/03/2014 12:11:00 PM,P14089707,"(35.745458068608414, -78.64552434600587)",DOWNTOWN
40A,Motor Vehicle Theft,09/02/2014 03:35:00 PM,P14089518,"(35.85665400300403, -78.5917959372164)",NORTH
40A,Motor Vehicle Theft,09/02/2014 03:35:00 PM,P14089520,"(35.85641582944916, -78.57855394133608)",NORTHEAST
40A,Motor Vehicle Theft,09/02/2014 10:24:00 AM,P14089454,"(35.78860857867873, -78.74271312131494)",SOUTWEST
40A,Motor Vehicle Theft,09/01/2014 09:43:00 PM,P14089403,"(35.84955869706036, -78.58498408465164)",NORTH
40A,Motor Vehicle Theft,09/01/2014 06:48:00 PM,P14089375,"(35.86514875966502, -78.60705330252122)",NORTH
40A,Motor Vehicle Theft,08/31/2014 09:30:00 PM,P14089275,"(35.773063013111695, -78.6118694851283)",SOUTHEAST
40A,Motor Vehicle Theft,08/31/2014 09:42:00 AM,P14089183,"(35.828614001237646, -78.61972453034461)",NORTH
40A,Motor Vehicle Theft,08/31/2014 08:36:00 AM,P14089181,"(35.8905963000503, -78.54963403189197)",NORTHEAST
40A,Motor Vehicle Theft,08/31/2014 07:23:00 AM,P14089180,"(35.86722134257925, -78.56522921413797)",NORTHEAST
40A,Motor Vehicle Theft,08/30/2014 08:14:00 PM,P14089087,"(35.86747552723097, -78.5937990429148)",NORTH
40A,Motor Vehicle Theft,08/30/2014 09:34:00 AM,P14089000,"(35.774150755987094, -78.68781540156654)",SOUTWEST
40A,Motor Vehicle Theft,08/29/2014 12:27:00 PM,P14088786,"(35.772005968106974, -78.6244839545371)",SOUTHEAST
40A,Motor Vehicle Theft,08/29/2014 03:58:00 AM,P14088736,"(35.78678607447809, -78.64724221851746)",DOWNTOWN
40A,Motor Vehicle Theft,08/28/2014 03:21:00 PM,P14088628,"(35.77739196676775, -78.63076202057827)",DOWNTOWN
40A,Motor Vehicle Theft,08/27/2014 10:18:00 PM,P14088513,"(35.78017981940671, -78.60266395017356)",SOUTHEAST
40A,Motor Vehicle Theft,08/27/2014 07:50:00 PM,P14088503,"(35.86923647220606, -78.5896751233086)",NORTH
40A,Motor Vehicle Theft,08/27/2014 07:46:00 AM,P14088361,"(35.79667492912406, -78.64552782792413)",DOWNTOWN
40A,Motor Vehicle Theft,08/26/2014 09:22:00 PM,P14088296,"(35.86536787294675, -78.70164765067273)",NORTHWEST
40A,Motor Vehicle Theft,08/26/2014 04:52:00 PM,P14088260,"(35.780363836014565, -78.63787743896464)",DOWNTOWN
40A,Motor Vehicle Theft,08/26/2014 01:16:00 PM,P14088192,,NORTH
40A,Motor Vehicle Theft,08/25/2014 06:27:00 PM,P14088107,"(35.782044207700984, -78.72092890745925)",SOUTWEST
40A,Motor Vehicle Theft,08/25/2014 10:06:00 AM,P14087974,"(35.801453829000025, -78.61887630199999)",SOUTHEAST
40A,Motor Vehicle Theft,08/25/2014 08:41:00 AM,P14087936,"(35.793591726259805, -78.65313884979022)",SOUTWEST
40A,Motor Vehicle Theft,08/25/2014 07:24:00 AM,P14087929,"(35.797582383178444, -78.6729278092503)",SOUTWEST
40A,Motor Vehicle Theft,08/23/2014 07:35:00 AM,P14087610,"(35.921085118064134, -78.77588351728097)",NORTHWEST
40A,Motor Vehicle Theft,08/22/2014 12:05:00 PM,P14087425,"(35.83075468800361, -78.61959999668336)",NORTH
40A,Motor Vehicle Theft,08/22/2014 09:55:00 AM,P14087400,"(35.79649918400003, -78.53858448199998)",NORTHEAST
40A,Motor Vehicle Theft,08/22/2014 06:28:00 AM,P14087369,"(35.7436549912547, -78.61531026103638)",SOUTHEAST
40A,Motor Vehicle Theft,08/22/2014 01:56:00 AM,P14087372,"(35.7670805653701, -78.6315930681804)",SOUTHEAST
40A,Motor Vehicle Theft,08/22/2014 12:33:00 AM,P14087342,"(35.857354352150054, -78.57021790691822)",NORTHEAST
40A,Motor Vehicle Theft,08/21/2014 09:33:00 PM,P14087318,"(35.82756879007162, -78.58559356855518)",NORTH
40A,Motor Vehicle Theft,08/21/2014 02:14:00 PM,P14087253,"(35.82841018784445, -78.58844483298226)",NORTH
40A,Motor Vehicle Theft,08/21/2014 10:15:00 AM,P14087185,,
40A,Motor Vehicle Theft,08/20/2014 03:05:00 PM,P14087014,"(35.89722833484007, -78.65524473150806)",NORTH
40A,Motor Vehicle Theft,08/20/2014 01:15:00 PM,P14087002,"(35.87249765000007, -78.55719662099995)",NORTHEAST
40A,Motor Vehicle Theft,08/20/2014 08:20:00 AM,P14086953,"(35.752312674202365, -78.68359230092885)",SOUTWEST
11,Homicide/Murder-Nonnegligent Manslaughter,08/20/2014 04:48:00 AM,P14086935,"(35.77163961924531, -78.64532712087131)",DOWNTOWN
40A,Motor Vehicle Theft,08/19/2014 11:07:00 PM,P14086912,"(35.7571518297636, -78.63134272775959)",SOUTHEAST
40A,Motor Vehicle Theft,08/19/2014 02:06:00 PM,P14086815,"(35.768415879057805, -78.6486694392909)",DOWNTOWN
40A,Motor Vehicle Theft,08/19/2014 07:57:00 AM,P14086721,"(35.870454598239384, -78.63336255362279)",NORTH
40A,Motor Vehicle Theft,08/17/2014 12:33:00 PM,P14086406,"(35.75003485153717, -78.71554055743776)",
40A,Motor Vehicle Theft,08/17/2014 12:33:00 PM,P14086406,"(35.74975017064039, -78.71711120497613)",SOUTWEST
40A,Motor Vehicle Theft,08/17/2014 10:36:00 AM,P14086392,"(35.790069710720545, -78.63012148678423)",DOWNTOWN
40A,Motor Vehicle Theft,08/17/2014 10:36:00 AM,P14086392,"(35.79110417088469, -78.62972571043899)",
40A,Motor Vehicle Theft,08/17/2014 09:40:00 AM,P14086383,"(35.8058286211901, -78.63859992523757)",DOWNTOWN
40A,Motor Vehicle Theft,08/17/2014 09:40:00 AM,P14086383,"(35.80584471279153, -78.63819988231026)",
40A,Motor Vehicle Theft,08/17/2014 08:59:00 AM,P14086384,"(35.74934848368442, -78.65297046554116)",
40A,Motor Vehicle Theft,08/17/2014 08:59:00 AM,P14086384,"(35.74930800374073, -78.65257978331178)",SOUTWEST
40A,Motor Vehicle Theft,08/15/2014 10:55:00 PM,P14086133,"(35.82917631325857, -78.58573794098449)",NORTH
40A,Motor Vehicle Theft,08/15/2014 10:55:00 PM,P14086133,"(35.82951535057367, -78.5855207122403)",
40A,Motor Vehicle Theft,08/15/2014 08:41:00 PM,P14086121,"(35.78685166682471, -78.70107461173448)",SOUTWEST
40A,Motor Vehicle Theft,08/15/2014 08:41:00 PM,P14086121,"(35.787341994452966, -78.70072405852672)",
40A,Motor Vehicle Theft,08/15/2014 09:06:00 AM,P14085989,"(35.847971407458715, -78.67960159521368)",
40A,Motor Vehicle Theft,08/14/2014 12:49:00 PM,P14085830,"(35.788555939572824, -78.58103067278897)",SOUTHEAST
40A,Motor Vehicle Theft,08/14/2014 12:49:00 PM,P14085830,"(35.78862808915565, -78.58127023986913)",
40A,Motor Vehicle Theft,08/14/2014 11:20:00 AM,P14085819,"(35.90517970419664, -78.78857666227168)",NORTHWEST
40A,Motor Vehicle Theft,08/14/2014 11:20:00 AM,P14085819,"(35.906555013102746, -78.78894170335975)",
40A,Motor Vehicle Theft,08/14/2014 10:48:00 AM,P14085811,"(35.787252940896245, -78.60582023129595)",SOUTHEAST
40A,Motor Vehicle Theft,08/14/2014 08:32:00 AM,P14085773,"(35.781483721205404, -78.62402440709708)",SOUTHEAST
40A,Motor Vehicle Theft,08/14/2014 08:32:00 AM,P14085773,"(35.78014975647203, -78.62493704129726)",
40A,Motor Vehicle Theft,08/14/2014 08:15:00 AM,P14085785,"(35.836027981987314, -78.67137275271622)",NORTH
40A,Motor Vehicle Theft,08/14/2014 08:15:00 AM,P14085785,"(35.836275472483585, -78.67213439713014)",
40A,Motor Vehicle Theft,08/14/2014 08:00:00 AM,P14085771,"(35.84808928261238, -78.67756300769409)",
40A,Motor Vehicle Theft,08/14/2014 08:00:00 AM,P14085771,"(35.848326625655865, -78.67720206843798)",NORTH
40A,Motor Vehicle Theft,08/13/2014 09:10:00 AM,P14085567,"(35.82286018676214, -78.63038960430104)",
40A,Motor Vehicle Theft,08/13/2014 09:10:00 AM,P14085567,"(35.82295128918561, -78.63027970915476)",NORTH
40A,Motor Vehicle Theft,08/13/2014 05:14:00 AM,P14085547,"(35.84266395100008, -78.58113276199998)",NORTH
40A,Motor Vehicle Theft,08/13/2014 05:14:00 AM,P14085547,"(35.84345377638355, -78.58160448807702)",
40A,Motor Vehicle Theft,08/12/2014 03:19:00 PM,P14085465,"(35.787320313238496, -78.64690188667515)",DOWNTOWN
40A,Motor Vehicle Theft,08/12/2014 03:19:00 PM,P14085465,"(35.78702343796638, -78.64811554705402)",
40A,Motor Vehicle Theft,08/12/2014 01:11:00 PM,P14085413,"(35.88481731266385, -78.55785223418299)",
40A,Motor Vehicle Theft,08/12/2014 01:11:00 PM,P14085413,"(35.883991979122975, -78.55811339033643)",NORTHEAST
40A,Motor Vehicle Theft,08/12/2014 12:51:00 PM,P14085406,"(35.74719054487166, -78.63144982252298)",
40A,Motor Vehicle Theft,08/12/2014 12:51:00 PM,P14085406,"(35.7475077756519, -78.6297510604797)",SOUTHEAST
40A,Motor Vehicle Theft,08/11/2014 10:29:00 AM,P14085195,"(35.78972347921408, -78.54352571435273)",SOUTHEAST
40A,Motor Vehicle Theft,08/11/2014 10:29:00 AM,P14085195,"(35.790143873530894, -78.54431405742555)",
40A,Motor Vehicle Theft,08/11/2014 06:55:00 AM,P14085159,"(35.81469520275074, -78.54179399629191)",
40A,Motor Vehicle Theft,08/11/2014 06:55:00 AM,P14085159,"(35.815014954590126, -78.54197405634835)",NORTHEAST
40A,Motor Vehicle Theft,08/10/2014 06:21:00 PM,P14085087,"(35.79035612874237, -78.54286731719372)",SOUTHEAST
40A,Motor Vehicle Theft,08/10/2014 06:21:00 PM,P14085087,"(35.788915809784456, -78.54367984494141)",
40A,Motor Vehicle Theft,08/09/2014 09:40:00 PM,P14084934,"(35.80281445646075, -78.5467688993192)",
40A,Motor Vehicle Theft,08/09/2014 09:40:00 PM,P14084934,"(35.802788160433195, -78.54693812626809)",NORTHEAST
40A,Motor Vehicle Theft,08/09/2014 07:23:00 PM,P14084916,"(35.815843466996434, -78.59465605794709)",
40A,Motor Vehicle Theft,08/09/2014 07:23:00 PM,P14084916,"(35.815971764727884, -78.5943524362334)",NORTHEAST
40A,Motor Vehicle Theft,08/09/2014 07:13:00 AM,P14084813,"(35.75522051388455, -78.55745941031546)",SOUTHEAST
40A,Motor Vehicle Theft,08/09/2014 07:13:00 AM,P14084813,"(35.75504782305325, -78.5574594158537)",
40A,Motor Vehicle Theft,08/09/2014 04:54:00 AM,P14084796,"(35.86667743698885, -78.59319729238757)",NORTH
40A,Motor Vehicle Theft,08/08/2014 10:38:00 PM,P14084751,"(35.784546900227184, -78.54636617500562)",SOUTHEAST
40A,Motor Vehicle Theft,08/08/2014 03:32:00 PM,P14084688,"(35.77452471289213, -78.68546870197778)",SOUTWEST
40A,Motor Vehicle Theft,08/08/2014 12:57:00 PM,P14084659,"(35.78052094382715, -78.67485138209422)",SOUTWEST
40A,Motor Vehicle Theft,08/08/2014 09:40:00 AM,P14084630,"(35.76851045264936, -78.69349405039137)",SOUTWEST
40A,Motor Vehicle Theft,08/08/2014 09:25:00 AM,P14084643,"(35.79775228082383, -78.62557987659714)",DOWNTOWN
40A,Motor Vehicle Theft,08/08/2014 08:48:00 AM,P14084607,"(35.78403194582178, -78.605655614375)",SOUTHEAST
40A,Motor Vehicle Theft,08/08/2014 02:20:00 AM,P14084574,"(35.88624059179659, -78.59065730642386)",NORTHEAST
40A,Motor Vehicle Theft,08/07/2014 11:47:00 PM,P14084557,"(35.75178077305574, -78.55438771555362)",SOUTHEAST
40A,Motor Vehicle Theft,08/07/2014 07:32:00 AM,P14084407,"(35.76729439035648, -78.62668542054912)",SOUTHEAST
40A,Motor Vehicle Theft,08/07/2014 07:23:00 AM,P14084408,"(35.82595471595458, -78.68567709406763)",NORTHWEST
40A,Motor Vehicle Theft,08/05/2014 06:54:00 PM,P14084171,,SOUTWEST
40A,Motor Vehicle Theft,08/05/2014 11:43:00 AM,P14084097,"(35.78498386505708, -78.6596419936208)",SOUTWEST
40A,Motor Vehicle Theft,08/05/2014 08:08:00 AM,P14084046,"(35.869858525450255, -78.64938308986189)",NORTH
40A,Motor Vehicle Theft,08/04/2014 09:30:00 AM,P14083872,"(35.776693441306364, -78.6320722393317)",DOWNTOWN
40A,Motor Vehicle Theft,08/04/2014 07:44:00 AM,P14083851,"(35.79549191118993, -78.72723626212367)",SOUTWEST
40A,Motor Vehicle Theft,08/03/2014 01:47:00 PM,P14083768,"(35.765711619300276, -78.63041450509223)",SOUTHEAST
40A,Motor Vehicle Theft,08/01/2014 08:47:00 AM,P14083343,"(35.85325687300008, -78.70555413599999)",NORTHWEST
40A,Motor Vehicle Theft,08/01/2014 08:16:00 AM,P14083341,"(35.81668757524426, -78.59481214277285)",NORTHEAST
40A,Motor Vehicle Theft,08/01/2014 07:43:00 AM,P14083331,"(35.78796274000007, -78.54123030799997)",SOUTHEAST
40A,Motor Vehicle Theft,07/31/2014 11:16:00 PM,P14083292,"(35.844659198815435, -78.5973910313876)",NORTH
40A,Motor Vehicle Theft,07/31/2014 07:18:00 PM,P14083264,"(35.82349535972008, -78.5879236851679)",NORTH
40A,Motor Vehicle Theft,07/31/2014 12:32:00 PM,P14083179,"(35.86847531904932, -78.59074057488777)",NORTH
40A,Motor Vehicle Theft,07/30/2014 08:24:00 AM,P14082942,"(35.8814940126293, -78.69364882440033)",NORTHWEST
40A,Motor Vehicle Theft,07/29/2014 10:39:00 AM,P14082789,"(35.8700676854798, -78.5787652262445)",NORTHEAST
40A,Motor Vehicle Theft,07/29/2014 09:05:00 AM,P14082752,"(35.919109257655705, -78.57915398979209)",NORTHEAST
40A,Motor Vehicle Theft,07/29/2014 08:58:00 AM,P14082751,"(35.836417430816894, -78.54293241406752)",NORTHEAST
40A,Motor Vehicle Theft,07/28/2014 05:26:00 PM,P14082674,"(35.84724394500006, -78.57439862799998)",NORTHEAST
40A,Motor Vehicle Theft,07/28/2014 02:26:00 PM,P14082632,"(35.74188259004756, -78.63499837172498)",DOWNTOWN
40A,Motor Vehicle Theft,07/28/2014 09:11:00 AM,P14082576,"(35.86030653500006, -78.64105859199998)",NORTH
40A,Motor Vehicle Theft,07/28/2014 09:11:00 AM,P14082570,"(35.83447111317448, -78.69356322689453)",NORTHWEST
40A,Motor Vehicle Theft,07/27/2014 01:51:00 PM,P14082462,"(35.79167504121557, -78.65675365924879)",SOUTWEST
40A,Motor Vehicle Theft,07/27/2014 10:37:00 AM,P14082436,"(35.789112599238, -78.7056062248375)",SOUTWEST
40A,Motor Vehicle Theft,07/27/2014 10:11:00 AM,P14082434,"(35.86167421710515, -78.71587090569197)",NORTHWEST
40A,Motor Vehicle Theft,07/27/2014 10:07:00 AM,P14082431,"(35.783180068379906, -78.55107815842244)",SOUTHEAST
40A,Motor Vehicle Theft,07/27/2014 09:08:00 AM,P14082425,"(35.89020448333656, -78.51150834002034)",NORTHEAST
40A,Motor Vehicle Theft,07/27/2014 08:04:00 AM,P14082416,"(35.80763665226076, -78.62243218584015)",NORTH
40A,Motor Vehicle Theft,07/26/2014 02:19:00 PM,P14082294,"(35.74607977515424, -78.58524354640795)",SOUTHEAST
40A,Motor Vehicle Theft,07/26/2014 05:25:00 AM,P14082236,"(35.779347520076556, -78.6141711806703)",SOUTHEAST
40A,Motor Vehicle Theft,07/25/2014 08:12:00 AM,P14082050,"(35.91125097281087, -78.58651310230186)",NORTHEAST
40A,Motor Vehicle Theft,07/24/2014 08:39:00 PM,P14081971,"(35.78405534562524, -78.73257441655323)",SOUTWEST
40A,Motor Vehicle Theft,07/24/2014 07:10:00 PM,P14081951,"(35.825375709942946, -78.61712705161736)",NORTH
40A,Motor Vehicle Theft,07/24/2014 08:23:00 AM,P14081828,"(35.87033911182062, -78.5874177169746)",NORTH
40A,Motor Vehicle Theft,07/24/2014 07:51:00 AM,P14081826,"(35.797151813334565, -78.54498648352995)",NORTHEAST
40A,Motor Vehicle Theft,07/23/2014 02:11:00 PM,P14081682,"(35.79923056986201, -78.56973861930904)",NORTHEAST
40A,Motor Vehicle Theft,07/23/2014 10:16:00 AM,P14081664,"(35.839157450332685, -78.5647969691608)",NORTHEAST
40A,Motor Vehicle Theft,07/23/2014 07:59:00 AM,P14081612,"(35.775480129351834, -78.5443717456345)",SOUTHEAST
40A,Motor Vehicle Theft,07/23/2014 06:56:00 AM,P14081604,"(35.754703722797146, -78.60380251231935)",SOUTHEAST
40A,Motor Vehicle Theft,07/22/2014 08:07:00 AM,P14081419,"(35.81527841500008, -78.56269929999996)",NORTHEAST
40A,Motor Vehicle Theft,07/21/2014 03:24:00 PM,P14081330,"(35.857835918550016, -78.60209383138421)",NORTH
40A,Motor Vehicle Theft,07/21/2014 03:07:00 PM,P14081335,"(35.880292918000066, -78.56750493699997)",NORTHEAST
40A,Motor Vehicle Theft,07/21/2014 03:01:00 PM,P14081339,"(35.84793032721305, -78.57233722449539)",NORTHEAST
